NPDES_ID,YEARQTR,HLRNC,NUME90Q,NUMCVDT,NUMSVCD,NUMPSCH,NUMD8090Q
AK0000361,20003,W,0,0,0,0,0
AK0000361,20004,W,0,0,0,0,0
AK0000361,20011,W,0,0,0,0,0
AK0000361,20012,W,0,0,0,0,0
AK0000361,20013,W,0,0,0,0,0
AK0000361,20014,W,0,0,0,0,0
AK0000361,20021,W,0,0,0,0,0
AK0000361,20022,W,0,0,0,0,0
AK0000361,20023,W,0,0,0,0,0
AK0000361,20024,W,0,0,0,0,0
AK0000361,20031,W,0,0,0,0,0
AK0000361,20032,W,0,0,0,0,0
AK0000361,20033,W,0,0,0,0,0
AK0000361,20034,W,0,0,0,0,0
AK0000361,20041,W,0,0,0,0,0
AK0000361,20042,W,0,0,0,0,0
AK0000361,20043,W,0,0,0,0,0
AK0000361,20044,W,0,0,0,0,0
AK0000361,20051,W,0,0,0,0,0
AK0000361,20052,W,0,0,0,0,0
AK0000361,20053,W,0,0,0,0,0
AK0000361,20054,W,0,0,0,0,0
AK0000361,20061,W,0,0,0,0,0
AK0000361,20062,W,0,0,0,0,0
AK0000370,20094, ,0,0,0,2,0
AK0000370,20103, ,1,0,0,0,0
AK0000370,20104, ,1,0,0,0,0
AK0000370,20111, ,1,0,0,0,0
AK0000370,20112, ,0,0,0,0,0
AK0000370,20113,V,1,0,0,0,0
AK0000370,20114,X,5,0,0,0,0
AK0000370,20121,R,0,0,0,0,0
AK0000370,20122,V,0,0,0,0,0
AK0000370,20123,W,0,0,0,0,16
AK0000370,20124,E,8,0,0,0,0
AK0000370,20131,E,2,0,0,0,0
AK0000370,20132,R,0,0,0,0,0
AK0000370,20133,V,4,0,0,0,0
AK0000370,20134,V,1,0,0,0,0
AK0000370,20141,N,0,0,0,0,4
AK0000370,20142,N,0,0,0,0,0
AK0000370,20143,N,0,0,0,0,0
AK0000370,20144,N,0,0,0,0,0
AK0000370,20151,N,3,0,0,0,0
AK0000370,20152,N,0,0,0,0,0
AK0000370,20153,N,0,0,0,0,0
AK0000370,20154,N,0,0,0,0,0
AK0000370,20161, ,0,0,0,0,0
AK0000370,20162, ,0,0,0,0,0
AK0000370,20163, ,0,0,0,0,0
AK0000370,20164, ,0,0,0,0,0
AK0000370,20171, ,0,0,0,0,0
AK0000370,20172, ,0,0,0,0,0
AK0000370,20173, ,0,0,0,0,0
AK0000370,20174, ,0,0,0,0,0
AK0000370,20181, ,0,0,0,0,0
AK0000370,20182, ,0,0,0,0,0
AK0000370,20183, ,0,0,0,0,0
AK0000370,20184, ,0,0,0,0,0
AK0000370,20191,V,2,0,0,0,0
AK0000370,20192, ,0,0,0,0,0
AK0000370,20193, ,0,0,0,0,0
AK0000370,20194,V,1,0,0,0,0
AK0000370,20203, ,0,0,1,0,0
AK0000370,20204, ,0,0,1,0,0
AK0000370,20211, ,0,0,1,0,0
AK0000370,20212, ,0,0,1,0,0
AK0000370,20213, ,0,0,1,0,0
AK0000370,20214, ,0,0,1,0,1
AK0000370,20221,N,0,0,1,0,0
AK0000370,20222,N,0,0,1,0,0
AK0000370,20223,N,0,0,1,0,0
AK0000370,20224,N,0,0,1,0,0
AK0000370,20231,R,0,0,3,0,0
AK0000370,20232,V,0,0,3,0,0
AK0000370,20233,V,0,0,5,0,0
AK0000370,20234,V,0,0,5,0,0
AK0000370,20241, ,0,0,5,0,0
AK0000396,19984,N,0,0,0,0,0
AK0000396,19991,N,0,0,0,2,0
AK0000396,19992,N,0,0,0,4,0
AK0000396,19993,R,0,0,0,5,0
AK0000396,20001,N,0,0,0,0,0
AK0000396,20002,N,0,0,0,0,14
AK0000396,20003,N,0,0,0,0,33
AK0000396,20004,R,0,0,0,0,11
AK0000396,20011, ,0,0,0,0,0
AK0000396,20012, ,0,0,0,0,0
AK0000396,20021,N,0,0,0,0,0
AK0000396,20022,N,0,0,0,0,0
AK0000396,20023,N,0,0,0,0,0
AK0000396,20024,N,0,0,0,0,0
AK0000396,20031,N,0,0,0,0,0
AK0000396,20032,N,1,0,0,0,0
AK0000396,20033,N,0,0,0,0,0
AK0000396,20043,N,0,0,0,2,0
AK0000396,20044,N,0,0,0,0,0
AK0000396,20051,N,0,0,0,0,0
AK0000396,20052,N,0,0,0,0,0
AK0000396,20053, ,0,0,0,1,0
AK0000396,20061,N,0,0,0,4,0
AK0000396,20062,N,0,0,0,4,0
AK0000396,20063,N,0,0,0,2,0
AK0000396,20064,N,0,0,0,0,0
AK0000396,20071,N,0,0,0,0,0
AK0000396,20072,N,0,0,0,0,0
AK0000396,20073,N,0,0,0,0,0
AK0000396,20074,N,0,0,0,0,0
AK0000396,20081,N,0,0,0,0,0
AK0000396,20082,N,0,0,0,0,0
AK0000396,20083,N,0,0,0,4,0
AK0000396,20084,N,0,0,0,0,0
AK0000396,20091,N,0,0,0,0,0
AK0000396,20092,N,0,0,0,0,0
AK0000396,20093,N,0,0,0,4,0
AK0000396,20094,N,0,0,0,4,0
AK0000396,20101, ,0,0,0,1,0
AK0000396,20102, ,0,0,0,0,0
AK0000396,20103,N,0,0,0,0,0
AK0000396,20111, ,0,0,0,4,0
AK0000396,20112,R,0,0,0,4,0
AK0000396,20113,N,0,0,0,4,0
AK0000396,20114,R,0,0,0,4,0
AK0000396,20121, ,0,0,0,0,0
AK0000396,20122, ,0,0,0,0,0
AK0000841,20252,N,0,0,2,2,0
AK0000841,20253,N,2,0,2,2,0
AK0000922,19854, ,0,1,0,0,0
AK0000922,19862, ,0,3,0,0,0
AK0000922,19863, ,0,4,0,0,0
AK0000922,19864, ,0,4,0,0,0
AK0000922,19872, ,0,3,0,0,0
AK0000922,19881, ,0,4,0,0,0
AK0000922,19882, ,0,5,0,0,0
AK0000922,19883, ,0,4,0,0,0
AK0000922,19884, ,0,4,0,0,0
AK0000922,19891, ,0,4,0,0,0
AK0000922,19892, ,0,4,0,0,0
AK0000922,19893, ,0,4,0,0,0
AK0000922,19894, ,0,1,0,0,0
AK0000922,19901, ,0,3,0,0,0
AK0000922,19961, ,0,0,0,0,0
AK0000922,19962,N,0,0,0,0,0
AK0000922,19963,N,0,0,0,0,0
AK0000922,19964,N,0,0,0,0,0
AK0000922,19971,N,0,0,0,0,0
AK0000922,19973,N,0,0,0,0,0
AK0000922,19974,N,0,0,0,0,0
AK0000922,19981,R,0,0,0,0,0
AK0000922,19992, ,4,0,0,0,0
AK0000922,19994, ,1,0,0,0,0
AK0000922,20011,R,1,0,0,0,175
AK0000922,20013, ,1,0,0,0,0
AK0000922,20014, ,3,0,0,0,91
AK0000922,20021,R,5,0,0,0,0
AK0000922,20022, ,2,0,0,0,0
AK0000922,20023, ,1,0,0,0,0
AK0000922,20024, ,2,0,0,0,0
AK0000922,20031, ,5,0,0,0,0
AK0000922,20032, ,1,0,0,0,0
AK0000922,20034, ,1,0,0,0,1
AK0000922,20041,R,9,0,0,0,0
AK0000922,20042, ,3,0,0,0,0
AK0000922,20043, ,3,0,0,0,19
AK0000922,20044,W,2,0,0,0,19
AK0000922,20051,W,0,0,0,0,1
AK0000922,20052,W,0,0,0,0,0
AK0000922,20053,W,0,0,0,0,0
AK0000922,20054,W,0,0,0,0,0
AK0000922,20061,W,0,0,0,0,0
AK0000922,20062,W,0,0,0,0,0
AK0001015,19844, ,0,0,0,4,0
AK0001015,19851, ,0,0,0,4,0
AK0001015,19862, ,0,0,0,0,27
AK0001015,19863, ,0,0,0,0,27
AK0001015,19864, ,0,0,0,0,27
AK0001015,19871, ,0,0,0,0,9
AK0001015,19961,W,0,0,0,0,0
AK0001015,19962,W,0,0,0,0,0
AK0001015,19963,W,0,0,0,0,0
AK0001015,19964,W,0,0,0,0,0
AK0001015,19971,W,0,0,0,0,0
AK0001015,19972,W,0,0,0,0,0
AK0001015,19973,W,0,0,0,0,0
AK0001015,19974,W,0,0,0,0,0
AK0001015,19981,W,0,0,0,0,0
AK0001015,19982,W,0,0,0,0,0
AK0001015,19983,W,0,0,0,0,0
AK0001015,19984,W,0,0,0,0,0
AK0001015,19991,W,0,0,0,0,0
AK0001015,19992,W,0,0,0,0,0
AK0001015,19993,W,0,0,0,0,0
AK0001015,19994,W,0,0,0,0,0
AK0001015,20001,W,0,0,0,0,0
AK0001015,20002,W,0,0,0,0,0
AK0001015,20003,W,0,0,0,0,0
AK0001015,20004,W,0,0,0,0,0
AK0001015,20011,W,0,0,0,0,0
AK0001015,20012,W,0,0,0,0,0
AK0001015,20013,W,0,0,0,0,0
AK0001015,20014,W,0,0,0,0,0
AK0001015,20021,W,0,0,0,0,0
AK0001015,20022,W,0,0,0,0,0
AK0001015,20023,W,0,0,0,0,0
AK0001015,20024,W,0,0,0,0,0
AK0001015,20031,W,0,0,0,0,0
AK0001015,20032,W,0,0,0,0,0
AK0001015,20033,W,0,0,0,0,0
AK0001015,20034,W,0,0,0,0,0
AK0001015,20041,W,0,0,0,0,0
AK0001015,20042,W,0,0,0,0,0
AK0001015,20043,W,0,0,0,0,0
AK0001015,20044,W,0,0,0,0,0
AK0001015,20051,W,0,0,0,0,0
AK0001015,20052,W,0,0,0,0,0
AK0001015,20053,W,0,0,0,0,0
AK0001015,20054,W,0,0,0,0,0
AK0001015,20061,W,0,0,0,0,0
AK0001015,20062,W,0,0,0,0,0
AK0001023,19894, ,0,0,0,2,0
AK0001023,19901, ,0,0,0,2,0
AK0001023,19902, ,0,0,0,3,0
AK0001023,19923, ,1,0,0,0,0
AK0001023,19924, ,3,0,0,0,0
AK0001023,19933, ,1,0,0,0,0
AK0001023,19934, ,3,0,0,0,0
AK0001023,19943, ,2,0,0,0,0
AK0001023,19944, ,3,0,0,0,0
AK0001023,19952, ,1,0,0,0,0
AK0001023,19953, ,2,0,0,0,0
AK0001023,19961,N,0,0,0,0,0
AK0001023,19962,R,0,0,0,0,0
AK0001023,19971,N,0,0,0,0,0
AK0001058,19803, ,0,0,0,1,0
AK0001058,19804, ,0,0,0,2,0
AK0001058,19811, ,0,0,0,3,0
AK0001058,19812, ,0,0,0,3,0
AK0001058,19813, ,0,0,0,3,0
AK0001058,19814, ,0,0,0,3,0
AK0001058,19821, ,0,0,0,3,0
AK0001058,19822, ,0,0,0,3,0
AK0001058,19823, ,0,0,0,3,0
AK0001058,19824, ,0,0,0,3,0
AK0001058,19831, ,0,0,0,3,0
AK0001058,19832, ,0,0,0,3,0
AK0001058,19833, ,0,0,0,3,0
AK0001058,19834, ,0,0,0,3,0
AK0001058,19841, ,0,0,0,3,0
AK0001058,19842, ,0,0,0,3,0
AK0001058,19843, ,0,0,0,3,0
AK0001058,19844, ,0,0,0,3,0
AK0001058,19851, ,0,0,0,3,0
AK0001058,19852, ,0,0,0,3,0
AK0001058,19853, ,0,0,0,3,0
AK0001058,19854, ,0,0,0,3,0
AK0001058,19861, ,0,0,0,3,0
AK0001058,19862, ,0,0,0,3,0
AK0001058,19863, ,0,0,0,3,0
AK0001058,19864, ,0,0,0,3,0
AK0001058,19871, ,0,0,0,3,0
AK0001058,19872, ,0,0,0,3,0
AK0001058,19873, ,0,0,0,3,0
AK0001058,19874, ,0,0,0,3,0
AK0001058,19881, ,0,0,0,3,0
AK0001058,19882, ,0,0,0,3,0
AK0001058,19883, ,0,0,0,3,0
AK0001058,19884, ,0,0,0,3,0
AK0001058,19891, ,0,0,0,3,0
AK0001058,19892, ,0,0,0,3,0
AK0001058,19893, ,0,0,0,3,0
AK0001058,19894, ,0,0,0,3,0
AK0001058,19901, ,0,0,0,3,0
AK0001058,19902, ,0,0,0,3,0
AK0001058,19903, ,0,0,0,3,0
AK0001058,19904, ,0,0,0,3,0
AK0001058,19911, ,0,0,0,3,0
AK0001058,19912, ,0,0,0,3,0
AK0001058,19913, ,0,0,0,3,0
AK0001058,19914, ,0,0,0,3,0
AK0001058,19921, ,0,0,0,3,0
AK0001058,19922, ,0,0,0,3,0
AK0001058,19923, ,0,0,0,3,0
AK0001058,19924, ,0,0,0,3,0
AK0001058,19931, ,0,0,0,3,0
AK0001058,19932, ,0,0,0,3,0
AK0001058,19933, ,0,0,0,3,0
AK0001058,19934, ,0,0,0,3,0
AK0001058,19941, ,0,0,0,3,0
AK0001058,19942, ,0,0,0,3,0
AK0001058,19943, ,0,0,0,3,0
AK0001058,19944, ,0,0,0,3,0
AK0001058,19951, ,0,0,0,3,0
AK0001058,19952, ,0,0,0,3,0
AK0001058,19953, ,3,0,0,3,0
AK0001058,19954, ,3,0,0,3,0
AK0001058,19961, ,2,0,0,3,0
AK0001058,19962, ,0,0,0,3,0
AK0001058,19963, ,2,0,0,3,0
AK0001058,19964, ,2,0,0,3,0
AK0001058,19971, ,2,0,0,3,0
AK0001058,19972, ,0,0,0,3,0
AK0001058,19973, ,0,0,0,3,0
AK0001058,19974, ,0,0,0,3,0
AK0001058,19981, ,0,0,0,3,0
AK0001058,19982, ,0,0,0,3,0
AK0001058,19983, ,0,0,0,3,0
AK0001058,19984, ,0,0,0,3,0
AK0001058,19991, ,1,0,0,3,0
AK0001058,19992,R,0,0,0,3,0
AK0001058,20043,W,0,0,0,0,0
AK0001058,20051, ,0,0,0,0,6
AK0001058,20052,W,0,0,0,0,23
AK0001058,20053,W,0,0,0,0,18
AK0001058,20054,W,0,0,0,0,18
AK0001058,20061,W,0,0,0,0,18
AK0001058,20062,W,0,0,0,0,6
AK0001058,20063,W,0,0,0,0,0
AK0001058,20064,W,0,0,0,0,0
AK0001058,20071,W,0,0,0,0,0
AK0001058,20072,W,0,0,0,0,0
AK0001058,20073,W,0,0,0,0,0
AK0001058,20074,W,0,0,0,0,0
AK0001058,20081,W,0,0,0,1,0
AK0001058,20082,W,0,0,0,1,0
AK0001058,20083,W,0,0,0,1,0
AK0001058,20084,W,0,0,0,1,0
AK0001058,20091,W,0,0,0,2,0
AK0001058,20092,W,0,0,0,2,0
AK0001058,20093,W,0,0,0,2,0
AK0001058,20094,W,0,0,0,2,0
AK0001058,20101,W,0,0,0,3,0
AK0001058,20102,W,0,0,0,3,0
AK0001058,20103,W,0,0,0,3,0
AK0001058,20104,W,0,0,0,3,0
AK0001058,20111,W,0,0,0,3,0
AK0001058,20112,W,0,0,0,3,0
AK0001058,20113,W,0,0,0,3,0
AK0001058,20114,N,0,0,0,3,0
AK0001058,20121,N,0,0,0,3,0
AK0001058,20122,W,0,0,0,3,0
AK0000396,20123, ,0,0,0,0,0
AK0000396,20124, ,0,0,0,0,0
AK0000396,20131, ,0,0,0,0,0
AK0000396,20132, ,0,0,0,0,0
AK0000396,20133, ,0,0,0,0,0
AK0000396,20134, ,0,0,0,0,0
AK0000396,20141, ,0,0,0,0,0
AK0000396,20142, ,0,0,0,0,0
AK0000396,20143, ,0,0,0,0,0
AK0000396,20144, ,0,0,0,0,0
AK0000396,20151, ,0,0,0,0,0
AK0000396,20152, ,0,0,0,0,0
AK0000396,20153, ,0,0,1,0,0
AK0000396,20154, ,0,0,0,0,0
AK0000396,20161, ,0,0,0,0,0
AK0000396,20162, ,0,0,0,0,0
AK0000396,20163,W,0,0,0,0,3
AK0000396,20164, ,0,0,0,0,6
AK0000396,20171,W,0,0,0,0,6
AK0000396,20172,W,0,0,0,0,0
AK0000396,20173,W,0,0,0,0,6
AK0000396,20174,D,0,0,0,0,9
AK0000396,20181,D,0,0,0,0,6
AK0000396,20182,D,0,0,0,0,0
AK0000396,20183,D,0,0,0,0,0
AK0000396,20184,R,0,0,0,0,3
AK0000396,20191,N,0,0,0,0,0
AK0000396,20192,N,0,0,0,0,0
AK0000396,20193,N,0,0,0,0,0
AK0000396,20194,N,0,0,0,0,0
AK0000396,20201,N,0,0,0,0,0
AK0000396,20202,N,0,0,0,0,0
AK0000396,20203,N,0,0,0,0,0
AK0000396,20204,N,0,0,0,0,0
AK0000396,20211,R,0,0,0,0,0
AK0000396,20212,U,0,0,0,0,0
AK0000396,20213,U,0,0,0,0,0
AK0000426,19892, ,0,2,0,0,0
AK0000426,19893, ,0,2,0,0,0
AK0000426,19894, ,0,2,0,0,0
AK0000426,19901, ,0,2,0,0,0
AK0000426,19902, ,0,2,0,0,0
AK0000426,19903, ,0,2,0,0,0
AK0000426,19923, ,0,0,0,0,1
AK0000426,19924, ,2,0,0,0,0
AK0000426,19931, ,0,0,0,1,0
AK0000426,19933, ,1,0,0,0,0
AK0000426,19934, ,2,0,0,0,0
AK0000426,19941, ,1,0,0,0,0
AK0000426,19942, ,1,0,0,0,0
AK0000426,19943, ,3,0,0,0,0
AK0000426,19944, ,7,0,0,0,0
AK0000426,19951, ,7,0,0,1,0
AK0000426,19952, ,0,0,0,0,80
AK0000426,19953, ,0,0,0,0,76
AK0000426,19961, ,0,0,0,2,0
AK0000426,19962, ,0,0,0,2,0
AK0000426,19963, ,0,0,0,2,0
AK0000426,19964,N,0,0,0,2,0
AK0000426,19971,R,0,0,0,2,0
AK0000434,19892, ,0,4,0,0,0
AK0000434,19893, ,0,1,0,0,0
AK0000434,19922, ,3,0,0,0,0
AK0000434,19923, ,1,0,0,0,0
AK0000434,19924, ,1,0,0,0,0
AK0000434,19931, ,4,0,0,1,0
AK0000434,19932, ,2,0,0,0,4
AK0000434,19933, ,1,0,0,0,0
AK0000434,19941, ,1,0,0,1,0
AK0000434,19943, ,7,0,0,0,0
AK0000434,19944, ,1,0,0,0,0
AK0000434,19951, ,3,0,0,0,0
AK0000434,19953, ,6,0,0,0,0
AK0000434,19954, ,1,0,0,0,82
AK0000434,19961, ,3,0,0,1,234
AK0000434,19962,R,2,0,0,0,0
AK0000434,19963, ,7,0,0,0,0
AK0000434,19971, ,2,0,0,0,0
AK0000434,19972,R,3,0,0,0,0
AK0000434,19981, ,1,0,0,0,0
AK0000493,19923, ,1,0,0,0,0
AK0000493,19931, ,0,0,0,2,174
AK0000493,19932, ,3,0,0,2,0
AK0000493,19933, ,1,0,0,0,0
AK0000493,19934, ,1,0,0,0,87
AK0000493,19941, ,0,0,0,0,83
AK0000493,19943, ,1,0,0,0,0
AK0000493,19944, ,4,0,0,0,0
AK0000493,19951, ,10,0,0,0,0
AK0000493,19952, ,0,0,0,0,175
AK0000493,19953, ,2,0,0,0,88
AK0000493,19954, ,3,0,0,0,0
AK0000493,19961, ,0,0,0,1,0
AK0000493,19963, ,3,0,0,0,0
AK0000493,19971, ,2,0,0,0,0
AK0000493,19974, ,1,0,0,0,0
AK0000507,20014, ,2,0,0,0,0
AK0000507,20022,R,0,0,0,0,4
AK0000507,20033,N,1,0,0,0,15
AK0000507,20034,R,0,0,0,0,0
AK0000507,20052, ,1,0,0,0,0
AK0000507,20112, ,0,0,0,0,0
AK0000507,20113, ,0,0,0,0,0
AK0000507,20114, ,0,0,0,0,0
AK0000507,20121, ,0,0,0,0,0
AK0000507,20122, ,0,0,0,0,0
AK0000507,20123, ,0,0,0,0,0
AK0000507,20124, ,0,0,0,0,0
AK0000507,20131, ,0,0,0,0,0
AK0000507,20132, ,0,0,0,0,0
AK0000507,20133, ,0,0,0,0,0
AK0000507,20134, ,0,0,0,0,0
AK0000507,20141, ,0,0,0,0,0
AK0000507,20142, ,0,0,0,0,0
AK0000507,20143, ,0,0,0,0,0
AK0000507,20144, ,0,0,0,0,0
AK0000507,20151, ,0,0,0,0,0
AK0000507,20152, ,0,0,0,0,0
AK0000507,20153, ,0,0,0,0,0
AK0000507,20154, ,0,0,0,0,0
AK0000507,20161, ,0,0,0,0,0
AK0000507,20162, ,0,0,0,0,0
AK0000507,20163, ,0,0,0,0,0
AK0000507,20164, ,0,0,0,0,0
AK0000507,20171, ,0,0,0,0,0
AK0000507,20172, ,0,0,0,0,0
AK0000507,20173, ,0,0,0,0,0
AK0000507,20174, ,0,0,0,0,21
AK0000507,20181, ,0,0,0,0,0
AK0000507,20182, ,0,0,0,0,0
AK0000507,20183, ,0,0,0,0,0
AK0000507,20184, ,0,0,0,0,0
AK0000507,20191, ,0,0,0,0,0
AK0000507,20192, ,0,0,0,0,0
AK0000507,20193, ,0,0,0,0,0
AK0000507,20221,N,0,0,0,0,0
AK0000507,20222,N,0,0,0,0,0
AK0000507,20223,N,0,0,0,0,0
AK0000507,20224,N,0,0,0,0,0
AK0000507,20231,N,0,0,0,0,0
AK0000507,20241,V,1,0,0,0,0
AK0000591,19951, ,0,0,0,2,0
AK0000591,19952, ,0,0,0,2,0
AK0000591,19953, ,0,0,0,2,0
AK0000591,19954, ,0,0,0,2,0
AK0000591,19961,R,0,0,0,2,0
AK0000655,19894, ,0,0,0,0,5
AK0000655,19904, ,0,0,0,0,14
AK0000655,19911, ,0,0,0,2,0
AK0000655,19922, ,0,0,0,0,10
AK0000655,19941, ,0,0,0,1,0
AK0000655,19942, ,0,0,0,1,0
AK0000655,19943, ,0,0,0,1,0
AK0000655,19944, ,0,0,0,1,0
AK0000655,19951, ,0,0,0,1,0
AK0000655,19952, ,0,0,0,1,0
AK0000655,19953, ,0,0,0,1,0
AK0000655,19954, ,0,0,0,1,0
AK0000655,19961,N,0,0,0,1,0
AK0000655,19962,N,0,0,0,1,0
AK0000655,19963,N,0,0,0,1,0
AK0000655,19964,N,0,0,0,1,0
AK0000655,19971,N,0,0,0,1,0
AK0000655,19972,N,0,0,0,1,0
AK0000655,19973,N,0,0,0,1,0
AK0000655,19974,N,0,0,0,1,0
AK0000655,19981,N,0,0,0,1,0
AK0000655,19982,N,0,0,0,1,0
AK0000655,19983,N,0,0,0,1,0
AK0000655,19984,N,0,0,0,1,0
AK0000655,19991,N,0,0,0,1,0
AK0000655,19992,N,0,0,0,1,0
AK0000655,19993,N,0,0,0,1,0
AK0000655,19994,N,0,0,0,1,0
AK0000655,20001,N,0,0,0,1,0
AK0000655,20002,N,0,0,0,1,0
AK0000655,20003,N,0,0,0,1,0
AK0000655,20004,N,0,0,0,1,0
AK0000655,20011,N,0,0,0,1,0
AK0000655,20012,N,0,0,0,1,0
AK0000655,20013,N,0,0,0,1,0
AK0000655,20014,N,0,0,0,1,0
AK0000655,20021,N,0,0,0,1,0
AK0000655,20022,N,0,0,0,1,0
AK0000655,20023,N,0,0,0,1,0
AK0000655,20024,N,0,0,0,1,0
AK0000655,20031,N,0,0,0,1,0
AK0000655,20032,N,0,0,0,1,0
AK0000655,20033,N,0,0,0,1,0
AK0000655,20034,N,0,0,0,1,0
AK0000655,20041,N,0,0,0,1,0
AK0000655,20042,N,0,0,0,1,0
AK0000655,20043,N,0,0,0,1,0
AK0000655,20044,N,0,0,0,1,0
AK0000655,20051,N,0,0,0,1,0
AK0000655,20052,N,0,0,0,1,0
AK0000655,20053,N,0,0,0,1,0
AK0000655,20054,N,0,0,0,1,0
AK0000655,20061,N,0,0,0,1,0
AK0000655,20062,N,0,0,0,1,0
AK0000655,20063, ,0,0,0,1,0
AK0000655,20064, ,0,0,0,1,0
AK0000655,20071, ,0,0,0,1,0
AK0000655,20072, ,0,0,0,1,0
AK0000655,20073, ,0,0,0,1,0
AK0000655,20074, ,0,0,0,1,0
AK0000655,20081, ,0,0,0,1,0
AK0000655,20082, ,0,0,0,1,0
AK0000655,20083, ,0,0,0,1,0
AK0000655,20084, ,0,0,0,1,0
AK0000655,20091, ,0,0,0,1,0
AK0000655,20092, ,0,0,0,1,0
AK0000655,20093, ,0,0,0,1,0
AK0000655,20094, ,0,0,0,1,0
AK0000655,20101, ,0,0,0,1,0
AK0000655,20102, ,0,0,0,1,0
AK0000655,20103, ,0,0,0,1,0
AK0000655,20104, ,0,0,0,1,0
AK0000655,20111, ,0,0,0,1,0
AK0000655,20112, ,0,0,0,1,0
AK0000655,20113, ,0,0,0,1,0
AK0000655,20114, ,0,0,0,1,0
AK0000655,20121, ,0,0,0,1,0
AK0000655,20122, ,0,0,0,1,0
AK0000655,20123, ,0,0,0,1,0
AK0000655,20124, ,0,0,0,1,0
AK0000655,20131, ,0,0,0,1,0
AK0000655,20132, ,0,0,0,1,0
AK0000655,20133, ,0,0,0,1,0
AK0000655,20134, ,0,0,0,1,0
